A,B,mu,alpha,u0,cv,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,SPS,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BertzCT,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA8,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState9,NumAliphaticHeterocycles,NumRotatableBonds,fr_Al_OH,fr_Ar_NH,fr_NH1,fr_aldehyde,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_bicyclic,fr_epoxide,fr_ketone,fr_methoxy,fr_piperdine
3.15585,1.75522,1.1329,76.05,-349.017545,30.805,9.037916666666668,0.0613425925925932,-0.0613425925925932,29.875,1.375,16.265671292609618,4.867329714820999,0.1674394684457903,1.9408784574722449,86.38761556290453,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,25.68328649170404,0.0,6.103966387748303,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,11.210493782589008,0.0,0.0,0.0,0.0,6.103966387748303,0.0,25.68328649170404,0.0,0.0,0.0,12.152040213667762,5.106527394840706,0.0,9.037916666666668,0.0,0.0,0.0,8.295416666666666,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.86182,0.90895,1.3886,86.61,-388.239571,35.469,9.02611111111111,0.0550000000000001,-0.0550000000000001,49.333333333333336,1.4444444444444444,16.264798736859476,5.010725244261898,-0.1003800278886688,1.5365349647909037,105.73604288123636,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.939920206952834,0.0,6.103966387748303,0.0,0.0,17.75371813848418,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,17.75371813848418,0.0,0.0,6.103966387748303,0.0,24.174539761410188,12.84164324585202,0.0,6.923737199690624,0.0,5.106527394840706,0.0,9.02611111111111,0.0,2.957592592592592,0.0,3.949074074074074,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2.28756,1.42672,2.4796,81.41,-425.41072,39.307,9.118310185185186,0.0532407407407404,-0.2314814814814816,36.0,1.4444444444444444,16.546855867547354,4.869208262691937,-0.2016610309087937,1.571091977382158,103.97400337186356,9.843390348640757,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,5.41499046939678,0.0,12.71084835226122,0.0,0.0,5.41499046939678,6.606881964512918,0.0,0.0,0.0,0.0,23.921342134850228,4.736862953800049,5.41499046939678,0.0,0.0,17.622923244893386,6.606881964512918,0.0,0.0,0.0,0.0,20.771211599071872,9.843390348640757,5.157407407407407,9.118310185185186,0.0949074074074074,0.0,0.0,-0.1782407407407411,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.3398,2.08205,1.4683,73.54,-349.010488,29.39,9.440416666666668,0.1776620370370369,-0.1776620370370369,52.875,1.375,16.285940352227026,4.97220669423899,-0.1083315926706746,1.633855376875069,97.44467835888275,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,25.18037091493942,0.0,5.601050810983688,0.0,0.0,5.917906046161393,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,5.917906046161393,0.0,5.106527394840706,5.601050810983688,0.0,25.18037091493942,12.84164324585202,0.0,0.0,0.0,0.0,0.0,9.440416666666668,-0.1776620370370369,0.8969907407407405,0.0,5.923587962962963,0.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
3.74443,0.93077,4.4246,65.27,-401.007408,32.499,8.587916666666667,0.2483333333333333,-0.7132870370370374,12.625,1.625,16.315924407683113,4.702503015449538,0.0894565988133518,1.8266332986704337,86.919684538544,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,6.4208216229260096,6.4208216229260096,18.78006966505349,5.261891554738487,0.0,0.0,6.606881964512918,0.0,0.0,0.0,0.0,22.92390314194263,0.0,11.33111286753076,0.0,0.0,6.606881964512918,12.84164324585202,0.0,0.0,0.0,6.069221312792274,0.0,15.474946344419898,0.0,24.757824074074072,0.0,0.0,1.8618055555555555,-0.0379629629629634,0.0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
2.27112,1.74852,3.2795,63.61,-496.130851,31.473,10.563611111111111,0.0196759259259258,-1.4461805555555554,36.0,1.7777777777777777,16.703932988814824,5.7872160168821045,-0.2060926800693468,1.7681861547982791,128.919684538544,14.580253302440804,0.0,12.393993117083514,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,6.923737199690624,0.0,6.606881964512918,0.0,0.0,0.0,13.399824270612744,0.0,0.0,0.0,0.0,30.076707764388992,14.26826309167192,0.0,0.0,4.794537184071822,13.399824270612744,0.0,0.0,6.923737199690624,0.0,0.0,9.473725907600098,5.106527394840706,9.044027777777778,9.043425925925929,-1.4461805555555554,-0.6168981481481481,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.68428,1.65096,2.6592,77.23,-403.11742,30.206,5.554398148148149,0.5598148148148147,0.5598148148148147,68.33333333333333,1.5555555555555556,16.527829881848508,5.166979260941128,-0.162596247065336,2.5189531723928718,158.9951406105008,10.05365155780638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,18.001587704457314,12.207932775496603,0.0,5.316788604006331,5.917906046161393,0.0,0.0,5.316788604006331,0.0,0.0,24.291614433792528,4.736862953800049,5.917906046161393,0.0,0.0,0.0,12.207932775496603,18.001587704457314,6.4208216229260096,0.0,0.0,12.240525803696954,4.736862953800049,5.554398148148149,3.395046296296296,0.0,0.903935185185185,1.5936574074074072,2.5331944444444443,0.0,2,0,0,0,1,0,0,0,0,3,0,0,0,1
2.30956,1.45791,3.8935,74.04,-439.009336,32.694,10.177060185185184,0.1875000000000002,-0.6510416666666665,61.77777777777778,1.8888888888888888,16.310832046450233,5.662765787219107,-0.2934218902437713,1.855071949909037,170.44079551951012,9.901064578912528,11.887211334113244,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,0.0,6.923737199690624,12.586597235060536,6.041840829147961,0.0,4.899909730850478,0.0,6.544756405912575,0.0,0.0,0.0,0.0,40.52208652401292,4.794537184071822,0.0,0.0,9.901064578912528,12.08368165829592,6.544756405912575,6.286160523129555,0.0,0.0,11.823646930541102,0.0,0.0,0.0,9.434537037037035,-0.6510416666666665,0.0,0.0279629629629625,0.8229166666666667,0.0,3,1,1,0,0,1,0,0,0,0,0,0,0,0
3.05307,1.55102,2.3554,77.19,-416.87287,28.015,10.124814814814815,0.4143518518518521,0.4143518518518521,9.0,1.4444444444444444,16.129449591024077,5.723032236486284,0.1113421339224663,1.8934931172271932,222.05277455217384,0.0,5.693927994848461,6.286160523129555,0.0,0.0,0.0,9.77851570501903,4.9839785209472085,0.0,0.0,0.0,6.923737199690624,12.393687143226153,5.693927994848461,0.0,9.967957041894415,0.0,0.0,23.781543132923076,0.0,0.0,0.0,16.25411756502397,0.0,6.923737199690624,0.0,4.794537184071822,0.0,17.674016512826476,0.0,6.196843571613076,13.1205807713037,0.0,9.967957041894415,0.0,0.0,0.0,1.0879629629629637,0.0,0.0,3.751388888888889,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3.41755,2.36642,0.333,63.29,-398.671774,24.823,8.60675925925926,0.1874999999999997,-0.3263888888888886,9.0,1.375,16.30977082851317,5.281613965051693,0.388534032699211,1.7681772153059907,166.5384734445621,10.213054789681411,0.0,5.749511833283905,0.0,5.879988336435371,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,12.13273413692322,6.196843571613076,0.0,0.0,4.9839785209472085,0.0,0.0,18.3295777085363,0.0,0.0,11.629500169719275,15.19703331062862,0.0,0.0,0.0,0.0,11.629500169719275,0.0,0.0,18.3295777085363,0.0,0.0,4.9839785209472085,10.213054789681411,0.0,17.16490740740741,0.0,-0.5138888888888884,2.9001851851851854,1.3978703703703703,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2862,1.60168,4.8884,69.21,-458.976927,31.465,10.54324074074074,0.0393518518518518,-0.992222222222222,35.111111111111114,1.4444444444444444,16.286470859854155,5.858333046225878,-0.1265952747962493,1.7965675742516067,150.38196255841362,10.213054789681411,6.103966387748303,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.152040213667762,0.0,6.4208216229260096,6.103966387748303,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,0.0,28.204232511542955,4.794537184071822,0.0,0.0,4.794537184071822,12.204066569290948,0.0,0.0,12.152040213667762,0.0,0.0,0.0,10.213054789681411,0.0,17.52662037037037,0.0,-0.3148148148148142,0.0,1.078287037037037,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2.9224,1.37735,4.7518,84.68,-402.036872,32.351,10.586944444444445,0.0295370370370366,-0.0295370370370366,9.555555555555555,1.3333333333333333,16.137665579834746,5.148674544521302,1.1038588043772537,1.7965675742516067,261.8638153331315,4.9839785209472085,0.0,0.0,5.559266895052007,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,19.410925891078243,11.760295063310071,0.0,0.0,4.9839785209472085,0.0,0.0,33.743917702592505,5.559266895052007,0.0,0.0,4.9839785209472085,0.0,13.847474399381248,0.0,4.794537184071822,5.559266895052007,0.0,11.257379486545457,6.06636706846161,0.0,19.913841467842857,4.9839785209472085,0.0,0.0,0.0,2.0372222222222227,0.0,3.34375,0.0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
4.64318,1.31643,1.6742,77.68,-385.823394,28.756,9.28537037037037,0.1599999999999999,0.1599999999999999,87.0,0.8888888888888888,16.274013227070558,5.300436560426248,-0.2479550778820435,2.346321924318907,168.74431623302192,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.92825789989437,0.0,6.103966387748303,0.0,0.0,35.50743627696836,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,35.50743627696836,0.0,5.106527394840706,6.103966387748303,0.0,35.50743627696836,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,9.28537037037037,0.0,5.865092592592592,0.0,1.6828703703703705,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.22228,2.15983,0.4288,60.82,-420.829988,30.902,9.015046296296296,0.5462962962962963,-1.1041666666666663,68.625,1.125,16.450068980251096,5.339108655512268,-0.0518655244615953,1.984343478858413,130.60920862591126,15.319582184522115,17.30606800971568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62565019423779,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,0.0,0.0,0.0,0.0,15.319582184522115,0.0,26.814814814814817,-2.208333333333333,0.0,0.0,0.2268518518518515,0.0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
3.67672,0.96575,1.0244,85.44,-400.768745,32.625,8.923564814814814,0.1429166666666668,0.1429166666666668,8.11111111111111,1.6666666666666667,16.265573627918357,5.40324240938855,0.4553082034168909,2.1825048705293453,251.3701340986404,10.090505915787915,0.0,0.0,5.879988336435371,0.0,0.0,0.0,0.0,0.0,5.920434318855644,5.920434318855644,12.990104268152232,6.196843571613076,5.563451491696996,0.0,4.9839785209472085,0.0,0.0,17.826662131771684,0.0,0.0,5.879988336435371,10.090505915787915,0.0,11.840868637711289,0.0,0.0,5.879988336435371,5.563451491696996,0.0,0.0,19.18694783976531,0.0,16.824847158658496,5.106527394840706,0.0,8.923564814814814,0.650462962962963,5.548379629629629,1.7280092592592593,1.647824074074074,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5.18888,1.03176,1.7821,66.23,-400.989929,30.46,10.57125,0.0185185185185186,-0.0185185185185186,16.375,1.625,16.25188213622553,5.776988693621235,-0.1258542906613129,2.4470694866949723,98.6017921972316,10.006437125691184,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,19.51033443475116,6.606881964512918,0.0,4.899909730850478,0.0,19.696394776338067,0.0,0.0,0.0,0.0,35.61001163138076,4.794537184071822,0.0,0.0,4.794537184071822,12.514061693864424,6.4208216229260096,13.08951281182515,0.0,4.899909730850478,0.0,0.0,5.106527394840706,0.0,8.265833333333333,0.0,0.0763888888888892,0.0,0.2916666666666665,0.0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
2.55296,1.34427,2.2912,76.23,-435.289764,34.257,8.951805555555556,0.1203703703703706,0.1203703703703706,9.88888888888889,1.8888888888888888,16.270814463666614,5.313830226725861,0.4050138929312859,2.09857546165798,205.9680661236914,10.84019487200289,5.817862777835028,0.0,5.879988336435371,0.0,0.0,0.0,4.681802935145185,5.098681808301038,0.0,0.0,6.923737199690624,12.611123474374184,0.0,0.0,9.780484743446223,0.0,5.733667477162185,6.06636706846161,5.733667477162185,5.817862777835028,5.879988336435371,14.887012138286927,6.544756405912575,0.0,0.0,0.0,5.879988336435371,12.362619183747604,0.0,10.748170003606797,0.0,6.923737199690624,5.098681808301038,10.84019487200289,1.425925925925926,12.724953703703704,5.263055555555555,0.4762500000000007,1.4201388888888888,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.87304,1.3518,0.8079,88.71,-349.898857,36.231,5.325740740740741,0.5850231481481483,0.5850231481481483,50.55555555555556,1.5555555555555556,14.688370745958707,5.234352306025349,0.1657390157868935,2.3694065053168565,182.70521621571413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.343784214475903,13.847474399381248,23.671624184645573,5.917906046161393,0.0,0.0,0.0,23.16870860788096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.51249282235686,0.0,0.0,0.0,11.332896515558172,11.835812092322788,6.4208216229260096,0.0,0.0,19.76790871823689,6.423349895620259,0.0,0.0,0.5850231481481483,5.321828703703703,0.0,6.693333333333334,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.18335,1.42354,1.8782,77.3,-421.757098,34.372,9.313796296296296,0.5347222222222221,-0.8871527777777777,61.22222222222222,1.5555555555555556,16.373388827098516,5.416919114838449,0.031428707000796,2.1288398813907974,205.45191553287327,10.213054789681411,11.70501719873199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,5.920434318855644,12.84164324585202,0.0,5.41499046939678,0.0,0.0,5.41499046939678,0.0,0.0,0.0,0.0,0.0,21.9180719884134,0.0,17.758774683872684,0.0,5.106527394840706,0.0,6.4208216229260096,6.4208216229260096,0.0,0.0,0.0,5.920434318855644,11.529877290460965,0.0,18.39726851851852,-1.4218749999999998,2.4421296296296298,0.0,5.915810185185185,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
2.44303,1.32948,3.2431,80.49,-398.125903,34.48,8.261203703703703,0.0762037037037037,0.0762037037037037,20.77777777777778,1.7777777777777777,15.367556914141725,5.956920600947855,0.6156537296696766,2.384712641056284,186.96987872220453,4.899909730850478,6.069221312792274,0.0,5.835619785757269,0.0,0.0,5.409283605791522,0.0,5.261891554738487,0.0,0.0,13.847474399381248,6.544756405912575,5.538925252383345,10.671175160530009,4.899909730850478,0.0,6.544756405912575,0.0,0.0,0.0,0.0,22.819211174903668,0.0,16.74039647332228,0.0,0.0,11.374545038140614,0.0,6.544756405912575,0.0,10.96913104364275,13.847474399381248,0.0,10.671175160530009,0.0,15.336273148148148,0.0762037037037037,0.0833333333333337,1.7917361111111112,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5.27815,1.27922,2.1593,75.73,-416.853519,27.358,4.996342592592592,0.8263888888888891,0.8263888888888891,10.77777777777778,1.6666666666666667,16.33833297128782,5.683900988459276,0.6019297041026378,2.219011439538096,291.75389246775825,9.401129458000556,0.0,17.623836861200495,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,6.923737199690624,11.760295063310071,0.0,0.0,9.967957041894415,0.0,0.0,18.153934562100595,0.0,0.0,0.0,9.967957041894415,0.0,6.923737199690624,11.230197362409973,0.0,0.0,0.0,16.92412535725843,6.393639498790523,0.0,12.990104268152232,9.967957041894415,4.417150937053347,4.996342592592592,0.0,2.733194444444445,0.0,1.9189814814814812,1.4311574074074074,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
3.71949,1.70871,2.6708,69.1,-431.674631,23.048,10.73898148148148,0.0277777777777774,-0.0277777777777774,14.444444444444445,1.5555555555555556,16.13932408595973,6.073388484489316,0.1041449113902889,2.3525579095799496,286.1481435848306,0.0,5.693927994848461,0.0,5.783244946364939,0.0,0.0,4.794537184071822,4.681802935145185,0.0,5.098681808301038,5.213385095654868,0.0,12.27597499665433,6.196843571613076,0.0,14.993869839101093,0.0,0.0,17.96679167329542,0.0,0.0,0.0,20.77711478546603,0.0,0.0,6.199954889820448,4.794537184071822,5.783244946364939,5.693927994848461,0.0,16.954666613592142,6.199954889820448,0.0,10.312066903955904,0.0,1.4467592592592593,7.1412962962962965,0.5370370370370372,-0.0277777777777774,0.0,4.497037037037037,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2.45561,1.02237,1.1141,90.03,-389.481537,41.621,5.322546296296297,0.2303240740740739,0.2303240740740739,41.66666666666666,1.5555555555555556,16.495559177439052,5.018816170699996,0.074590347895774,2.443033164424262,109.13526283059372,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,25.180370914939417,7.109797541277533,5.601050810983688,0.0,0.0,11.835812092322788,7.109797541277533,0.0,0.0,0.0,0.0,12.71084835226122,4.736862953800049,11.835812092322788,0.0,0.0,5.601050810983688,0.0,11.835812092322788,6.4208216229260096,0.0,7.109797541277533,20.771211599071872,4.736862953800049,5.322546296296297,0.0,0.2303240740740739,1.5948611111111108,0.0,1.2511574074074074,1.8079166666666664,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2.93686,1.77019,1.233,77.86,-350.215076,31.987,5.306712962962963,0.8032407407407405,0.8032407407407405,31.875,1.375,16.47388398009817,4.548679642247955,0.1206784042424534,1.9408784574722449,53.4071655715584,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,18.75954929201341,13.213763929025836,0.0,0.0,0.0,5.917906046161393,13.213763929025836,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,5.917906046161393,0.0,0.0,0.0,0.0,19.13166997518723,19.26246486877803,0.0,0.0,6.923737199690624,4.736862953800049,5.306712962962963,0.0,0.0,0.8032407407407405,0.0,3.991574074074074,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.58247,1.25698,4.1817,69.89,-458.933349,32.074,10.747777777777776,0.0890277777777777,-0.4913194444444444,47.22222222222222,1.8888888888888888,16.606362710848703,5.961584495447168,-0.1378300231873087,2.611831798642638,159.68590801734666,9.843390348640757,0.0,11.384295757348628,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,18.94560963360032,6.606881964512918,0.0,0.0,5.917906046161393,13.213763929025836,0.0,0.0,0.0,0.0,29.70458708121517,9.53140013787187,5.917906046161393,0.0,4.794537184071822,18.30803295703925,13.027703587438928,0.0,0.0,0.0,0.0,0.0,9.843390348640757,4.938194444444445,8.647199074074074,-0.4913194444444444,0.2699537037037036,0.0,0.5104166666666666,0.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2.83286,1.23971,1.9464,78.19,-424.265143,35.858,10.717777777777778,0.0694444444444437,-0.9444444444444446,24.22222222222222,1.4444444444444444,16.297940403592918,5.843322468705935,-0.1338196585488139,2.1601023709168627,122.8778405585776,5.106527394840706,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.490823152189336,4.794537184071822,0.0,0.0,9.901064578912528,5.783244946364939,12.84164324585202,12.84164324585202,6.923737199690624,0.0,0.0,0.0,0.0,0.0,9.41898148148148,-0.9444444444444446,-0.0694444444444437,0.0,3.330185185185185,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3.07541,1.63161,2.0963,67.3,-453.905942,27.096,5.532037037037037,0.1226851851851855,-0.1226851851851855,23.444444444444443,1.7777777777777777,16.527646686468362,5.273999964052632,0.3126140446393489,2.3525579095799496,220.48750062732373,14.993625367935582,18.845566365273957,11.509759252158346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.156663257125445,0.0,0.0,0.0,0.0,5.156663257125445,5.733667477162185,6.606881964512918,11.95709099048752,10.470530430962237,0.0,5.749511833283905,11.763545221638363,0.0,0.0,0.0,0.0,6.041840829147961,18.116641216671265,0.0,6.196843571613076,0.0,0.0,5.156663257125445,14.993625367935582,9.85763888888889,3.514212962962963,5.532037037037037,1.3449074074074077,-0.1226851851851855,1.5299537037037036,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.50542,1.00709,1.5845,82.76,-384.59825,34.692,5.167268518518519,0.0231481481481479,0.0231481481481479,25.11111111111111,1.7777777777777777,16.57987077805978,5.176547053656106,0.3912557097287295,2.641705305144997,184.83873748078608,4.736862953800049,12.021872433909696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.343784214475903,11.840868637711289,6.923737199690624,0.0,6.606881964512918,0.0,0.0,5.917906046161393,6.606881964512918,0.0,0.0,0.0,0.0,12.71084835226122,4.736862953800049,30.102558898348583,0.0,0.0,12.021872433909696,0.0,6.606881964512918,0.0,6.923737199690624,0.0,17.761302956566933,11.160212849420308,4.969074074074074,0.0,0.0,8.240092592592593,0.0,5.391759259259259,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2.35299,1.57439,2.5473,77.77,-423.052253,33.711,10.915277777777778,0.0740740740740741,-0.5555555555555556,33.77777777777778,1.7777777777777777,16.49287880989204,5.986553541215563,-0.1314370005416534,2.152192716313181,160.29908606943383,4.736862953800049,5.601050810983688,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.076020106833881,12.999757306524504,13.530619164203545,0.0,0.0,0.0,0.0,7.109797541277533,12.152040213667762,0.0,0.0,0.0,18.49409329862616,9.53140013787187,0.0,0.0,4.794537184071822,5.783244946364939,6.4208216229260096,0.0,0.0,20.10955484780204,6.076020106833881,0.0,4.736862953800049,4.998842592592593,0.0,-0.5555555555555556,0.0740740740740741,0.0,4.122685185185185,1.5604166666666666,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3.14833,1.63302,1.5871,84.01,-364.785965,29.332,2.4166666666666665,0.924722222222222,0.924722222222222,34.77777777777778,1.6666666666666667,15.148128000158696,5.389699179603896,0.5926563126088604,2.375647743331374,272.0950444775241,4.567099647791355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97437738277524,23.85051844177089,0.0,0.0,4.567099647791355,0.0,0.0,23.520590126620142,0.0,0.0,0.0,4.567099647791355,0.0,6.923737199690624,0.0,0.0,0.0,0.0,11.959746875309351,11.984273114623004,5.693927994848461,0.0,23.754047487556665,0.0,2.4166666666666665,0.0,3.1053240740740744,0.972222222222222,3.1484259259259257,3.648657407407408,0.0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
5.27314,0.92528,1.1895,73.64,-418.00019,28.336,4.805370370370371,0.9548611111111112,0.9548611111111112,18.22222222222222,1.6666666666666667,16.331669917231,4.926775489933718,0.5317165277007464,2.463332281711251,178.9477471425849,4.417150937053347,6.263162995639057,6.393639498790523,0.0,0.0,0.0,4.899909730850478,4.9839785209472085,0.0,0.0,0.0,0.0,19.634269217737724,5.693927994848461,0.0,9.883888251797686,0.0,13.08951281182515,18.350730489278043,0.0,0.0,0.0,22.97340106362284,6.544756405912575,0.0,0.0,0.0,0.0,0.0,12.238684400761036,19.483152310615672,6.263162995639057,0.0,9.883888251797686,4.417150937053347,4.805370370370371,0.0,1.0347222222222223,0.0,0.0,3.1638425925925926,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2.5707,1.12263,1.324,90.6,-368.369085,38.66,2.449074074074074,0.9675925925925924,0.9675925925925924,63.66666666666666,1.2222222222222223,15.291316598579114,5.05705417588278,0.5471376574372054,2.5781968482707494,124.5293250129808,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,24.80139012116137,12.586597235060536,0.0,0.0,4.899909730850478,17.75371813848418,13.592428388589765,0.0,0.0,0.0,0.0,24.5341789485882,0.0,17.75371813848418,0.0,0.0,0.0,0.0,23.795558967632143,6.544756405912575,0.0,0.0,25.79505611290892,0.0,0.0,0.0,0.0,3.078611111111111,0.9675925925925924,0.0,2.224629629629629,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3.24462,1.53269,1.9277,68.61,-400.944721,31.886,8.736018518518518,0.1388888888888886,-0.2445370370370372,37.5,1.75,16.43440003760195,5.862396285138865,0.2671265950009154,2.44691047087085,121.59707739381876,10.313780419617997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15571272675054,13.344558822616634,5.917906046161393,11.815651390519005,0.0,0.0,11.073618772911932,0.0,0.0,0.0,0.0,0.0,22.129431810137,0.0,5.917906046161393,0.0,0.0,12.021872433909696,5.711685002770702,6.4208216229260096,0.0,6.923737199690624,0.0,5.15571272675054,10.313780419617997,0.0,19.83337962962963,0.6365740740740742,0.1388888888888886,0.0,0.5152777777777776,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.22983,1.72572,1.073,80.35,-363.483863,32.23,5.277222222222222,0.1805555555555555,-0.1805555555555555,41.11111111111112,1.4444444444444444,15.38736987651972,5.3730413141304085,0.2435843444088818,2.479699642621036,213.93264034766372,0.0,5.41499046939678,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,12.846699791240518,11.840868637711289,0.0,13.08951281182515,6.041840829147961,0.0,4.899909730850478,5.41499046939678,13.08951281182515,0.0,0.0,0.0,0.0,24.03126337182359,0.0,30.102558898348587,0.0,0.0,5.41499046939678,6.041840829147961,13.08951281182515,0.0,0.0,0.0,16.740778368561767,12.846699791240518,0.0,0.0,-0.1805555555555555,5.356481481481481,0.5347222222222221,10.554444444444444,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
